Title_name,Title_list1_Image,Title_list1_cal,Title_list1_carbs,Title_list1_Fats,Title_list1_Prot,Title_list1_Sugar
"Italian ice
Frozen novelties, restaurant-prepared",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,61,15.7 g,0.0 g,0.0 g,0 g
"Starburst fruit chews
Candies, mars snackfood us, tropical fruits",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,241,48.8 g,4.9 g,0.2 g,0 g
"Banana puddings
Dry mix, regular",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,322,81.8 g,0.4 g,0 g,0.3 g
"Cornnuts
Snacks, nacho-flavor",https://images.eatthismuch.com/images/food_icons_v3/cookie.png,250,40.8 g,8.1 g,5.4 g,4.6 g
"Chocolate chip granola bars
Snacks, soft, uncoated",https://images.eatthismuch.com/images/food_icons_v3/cookie.png,180,30.2 g,7.1 g,2.4 g,1.6 g
"Banana puddings
Dry mix, regular, with added oil",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,341,77.8 g,4.4 g,0 g,0.3 g
"Potato chips
Snacks, plain, unsalted",https://images.eatthismuch.com/images/food_icons_v3/cookie.png,152,15.0 g,9.8 g,2.0 g,1.4 g
"Pretzels
Snacks, hard, plain, made with unenriched flour, salted",https://images.eatthismuch.com/images/food_icons_v3/pretzel.png,229,47.5 g,2.1 g,5.5 g,1.7 g
"Rice cakes
Snacks, brown rice, sesame seed, unsalted",https://images.eatthismuch.com/images/food_icons_v3/cookie.png,71,14.7 g,0.7 g,1.4 g,0 g
"Sugar-coated almonds
Candies",https://images.eatthismuch.com/images/food_icons_v3/sugar.png,17,2.4 g,0.6 g,0.4 g,0.1 g
"All natural light vanilla chocolate strawberry ice creams
Breyers",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,109,17.7 g,3.0 g,3.2 g,0.3 g
"French vanilla ice creams
Breyers, no sugar added",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,105,14.1 g,4.8 g,3.1 g,0.3 g
"Vanilla chocolate strawberry ice creams
Breyers, no sugar added",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,97,14.8 g,4.3 g,2.5 g,0.5 g
"Slim-a-bear vanilla cone
Frozen novelties, klondike",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,175,35.4 g,3.2 g,2.9 g,3.0 g
"All natural light french chocolate ice creams
Breyers",https://images.eatthismuch.com/images/food_icons_v3/ice_cream.png,137,20.2 g,5.0 g,3.6 g,0.7 g
"Biscuit with egg and ham
Fast foods",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,447,31.4 g,27.0 g,20.4 g,0.8 g
"Croissant with egg cheese and bacon
Fast foods",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,413,23.6 g,28.4 g,16.2 g,0 g
"English muffin with cheese and sausage
Fast foods",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,365,27.3 g,22.3 g,14.3 g,0.5 g
"English muffin with egg cheese and sausage
Fast foods",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,472,28.8 g,29.9 g,22.1 g,0.3 g
"Pancakes with butter and syrup
Fast foods",https://images.eatthismuch.com/thmb/4957_jrowns4_d6eac8db-63c7-4137-aa73-bc2699c1b703.jpg,520,90.9 g,14.0 g,8.3 g,0 g
"Caramel sundae
Fast foods",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,304,49.3 g,9.3 g,7.3 g,0 g
"Oysters
Fast foods, battered or breaded, and fried",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,368,39.9 g,17.9 g,12.5 g,0 g
"Fast food salad
Vegetable, tossed, without dressing, with shrimp",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,106,6.6 g,2.5 g,14.5 g,0 g
"Fast food salad
Vegetable, tossed, without dressing, with turkey, ham and cheese",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,267,4.7 g,16.1 g,26.0 g,0 g
"Chimichanga
Fast foods, with beef",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,425,42.8 g,19.7 g,19.6 g,0 g
"Chimichanga
Fast foods, with beef and red chili peppers",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,424,45.8 g,19.1 g,18.1 g,0 g
"Enchilada
Fast foods, with cheese",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,319,28.5 g,18.8 g,9.6 g,0 g
"Frijoles with cheese
Fast foods",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,225,28.7 g,7.8 g,11.4 g,0 g
"Nachos
Fast foods, with cheese and jalapeno peppers",https://images.eatthismuch.com/images/food_icons_v3/fast_food.png,608,60.1 g,34.1 g,16.8 g,0 g
"Turnip greens
Frozen, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,64,11.0 g,0.9 g,7.4 g,7.5 g
"Mountain yam
Hawaii, cooked, steamed, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,119,29.0 g,0.1 g,2.5 g,0 g
"Snap beans
Yellow, canned, regular pack, drained solids",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,52,11.8 g,0.3 g,3.0 g,3.4 g
"Fiddlehead ferns
Frozen, unprepared",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,34,5.7 g,0.4 g,4.3 g,0 g
"Beef, carcass
Separable lean and fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,82,0 g,6.8 g,4.9 g,0 g
"Beef suet
Variety meats and by-products, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,242,0 g,26.6 g,0.4 g,0 g
"Beef brisket
Flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,174,0 g,5.9 g,28.3 g,0 g
"Beef chuck
Blade roast, separable lean only, trimmed to 0"" fat, choice, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,196,0 g,9.5 g,25.9 g,0 g
"Beef round
Eye of round, roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,133,0 g,2.9 g,25.1 g,0 g
"Beef round
Top round, separable lean only, trimmed to 0"" fat, select, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,162,0 g,3.4 g,30.7 g,0 g
"Beef short loin
Top loin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,346,0 g,17.3 g,44.3 g,0 g
"Beef short loin
Porterhouse steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,180,0 g,9.5 g,22.2 g,0 g
"Beef short loin
T-bone steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,210,0 g,13.5 g,20.6 g,0 g
"Beef brisket
Whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,281,0 g,20.8 g,22.0 g,0 g
"Beef rib
Whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,286,0 g,22.7 g,19.1 g,0 g
"Beef rib
Whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,281,0 g,21.8 g,19.6 g,0 g
"Beef rib
Large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,302,0 g,24.2 g,19.6 g,0 g
"Beef rib
Large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,84,0 g,7.0 g,4.7 g,0 g
"Beef rib
Small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,72,0 g,5.4 g,5.5 g,0 g
"Beef rib
Small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,275,0 g,21.3 g,19.3 g,0 g
"Beef rib
Small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,95,0 g,8.3 g,4.7 g,0 g
"Beef round
Full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,55,0 g,3.4 g,5.8 g,0 g
"Beef round
Bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,210,0 g,10.1 g,27.8 g,0 g
"Beef round
Bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,204,0 g,9.5 g,27.8 g,0 g
"Beef round
Tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",https://images.eatthismuch.com/images/food_icons_v3/steak.png,179,0 g,8.7 g,23.5 g,0 g
"Beef round
Top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",https://images.eatthismuch.com/images/food_icons_v3/steak.png,213,0 g,9.9 g,29.0 g,0 g
"Beef round
Top round, separable lean and fat, trimmed to 1/8"" fat, prime, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,49,0 g,2.5 g,6.3 g,0 g
"Beef round
Top round, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",https://images.eatthismuch.com/images/food_icons_v3/steak.png,191,0 g,8.6 g,26.6 g,0 g
"Beef short loin
Top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",https://images.eatthismuch.com/images/food_icons_v3/steak.png,649,0 g,46.9 g,52.9 g,0 g
"Mountain yam
Hawaii, cooked, steamed, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,119,29 g,0.1 g,2.5 g,0 g
"Mustard spinach
(tendergreen), cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,29,5.0 g,0.4 g,3.1 g,3.6 g
"Peas and onions
Canned, solids and liquids",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,61,10.3 g,0.5 g,3.9 g,2.8 g
"Pigeonpeas
Immature seeds, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,209,36.8 g,2.5 g,11.1 g,7.9 g
"Radishes
Oriental, dried",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,314,73.5 g,0.8 g,9.2 g,27.7 g
"Salsify
(vegetable oyster), raw",https://images.eatthismuch.com/thmb/2156_hanna.trogisch_4d4f4128-995e-49c3-b407-47bf093cc2d7.jpg,109,24.7 g,0.3 g,4.4 g,4.4 g
"Salsify
Cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,92,20.7 g,0.2 g,3.7 g,4.2 g
"Taro
Cooked, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,187,45.7 g,0.1 g,0.7 g,6.7 g
"Taro
Tahitian, raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,55,8.6 g,1.2 g,3.5 g,0 g
"Turnip greens
Cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,29,6.3 g,0.3 g,1.6 g,5.0 g
"Turnip greens
Frozen, cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,64,11.0 g,0.9 g,7.4 g,7.5 g
"Vinespinach
(basella), raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,19,3.4 g,0.3 g,1.8 g,0 g
"Winged beans
Immature seeds, cooked, boiled, drained, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,24,2.0 g,0.4 g,3.3 g,0 g
"Dock
Raw",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,29,4.3 g,0.9 g,2.7 g,3.9 g
"Potatoes o'brien
Home-prepared",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,157,30.0 g,2.5 g,4.6 g,0 g
"Microwaved potatoes
Cooked in skin, flesh and skin, without salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,212,49.0 g,0.2 g,4.9 g,4.6 g
"Pinto beans
Immature seeds, frozen, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,152,29.0 g,0.5 g,8.8 g,8.1 g
"Snap beans
Yellow, canned, regular pack, solids and liquids",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,66,15.4 g,0.4 g,3.5 g,6.6 g
"Borage
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,25,3.6 g,0.8 g,2.1 g,0 g
"Butterbur
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,8,2.2 g,0.0 g,0.2 g,0 g
"Gourd
Dishcloth (towelgourd), cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,96,24.5 g,0.6 g,1.2 g,5.2 g
"Horseradish-tree
Leafy tips, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,25,4.7 g,0.4 g,2.2 g,0.8 g
"Kale
Frozen, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,39,6.8 g,0.6 g,3.7 g,2.6 g
"Lambs quarters
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,58,9 g,1.3 g,5.8 g,3.8 g
"Mustard greens
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,36,6.3 g,0.7 g,3.6 g,2.8 g
"Parsnips
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,114,27.2 g,0.5 g,2.1 g,6.4 g
"Pigeonpeas
Immature seeds, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,170,29.8 g,2.1 g,9.1 g,9.5 g
"Pumpkin leaves
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,15,2.4 g,0.2 g,1.9 g,1.9 g
"Radishes
Oriental, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,25,5.0 g,0.4 g,1.0 g,2.4 g
"Salsify
Cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,92,20.7 g,0.2 g,3.7 g,4.2 g
"Succotash
(corn and limas), frozen, cooked, boiled, drained, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,158,33.9 g,1.5 g,7.3 g,7.0 g
"Sweet potato leaves
Cooked, steamed, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,22,4.7 g,0.2 g,1.4 g,1.2 g
"Taro
Tahitian, cooked, with salt",https://images.eatthismuch.com/images/food_icons_v3/carrot.png,60,9.4 g,0.9 g,5.7 g,0 g
"Kellogg's cracklin' oat bran
Cereals ready-to-eat, kellogg",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,194,34.4 g,6.9 g,4.5 g,6.2 g
"King vitaman
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,118,26.0 g,1.1 g,2.0 g,1.1 g
"Kellogg's product 19
Cereals ready-to-eat, kellogg",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,112,25.3 g,0.4 g,2.6 g,0.8 g
"Kretschmer honey crunch wheat germ
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,52,8.1 g,1.1 g,3.7 g,1.4 g
"Cream of wheat
Cereals, mix'n eat, plain, prepared with water",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,102,21.4 g,0.3 g,2.7 g,0.4 g
"Cream of wheat
Cereals, mix'n eat, apple, banana and maple flavored, dry",https://images.eatthismuch.com/thmb/1074_mprandy_5b58f92b-846b-45e6-a408-4e22ac2e7618.jpg,131,28.6 g,0.4 g,2.4 g,0.9 g
"Maltex
Cereals, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,134,29.4 g,0.8 g,4.3 g,1.6 g
"Quaker puffed wheat
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,44,9.2 g,0.3 g,2.0 g,1.1 g
"Corn grits
Cereals, regular and quick, enriched, cooked with water, without salt, yellow",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,151,32.3 g,0.9 g,2.9 g,1.6 g
"Cream of wheat
Cereals, regular (10 minute), cooked with water, with salt",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,126,26.8 g,0.5 g,3.7 g,1.3 g
"Honey graham oh!s
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,111,22.6 g,2.1 g,1.1 g,0.6 g
"Boo berry
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,127,28.2 g,1.4 g,1.8 g,1.4 g
"Fiber 7 flakes
Cereals ready-to-eat, health valley",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,109,24.2 g,0.4 g,4.5 g,4.4 g
"Quaker fruitangy oh!s
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,122,27.0 g,1.1 g,1.5 g,0.8 g
"Quaker marshmallow safari
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,119,25.3 g,1.5 g,1.7 g,1.3 g
"Kellogg's honey crunch corn flakes
Cereals ready-to-eat, kellogg",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,116,26.1 g,0.6 g,2.0 g,1.0 g
"Mother's cocoa bumpers
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,126,29.7 g,0.5 g,1.4 g,0.9 g
"Kretschmer toasted wheat bran
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,32,9.5 g,0.8 g,2.8 g,6.6 g
"Kashi 7 whole grain honey puffs
Cereals ready-to-eat",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,105,23.7 g,0.5 g,3 g,1.8 g
"Mother's honey roundup
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,382,87.8 g,2 g,5.4 g,3.1 g
"Honey crisp corn flakes
Cereals ready-to-eat, quaker",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,374,88.8 g,0.8 g,5.7 g,3.1 g
"Instant oatmeal, cinnamon roll
Cereals, quaker, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,200,41.2 g,2.7 g,4.8 g,3.6 g
"Instant oatmeal, vanilla cinnamon
Cereals, quaker, nutrition for women, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,163,32.4 g,2.1 g,5.3 g,2.8 g
"Instant oatmeal, apple spice
Cereals, quaker, nutrition for women, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,169,34.8 g,2.0 g,5.0 g,3.2 g
"Instant oatmeal, french vanilla
Cereals, quaker, prepared with boiling water",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,165,32.7 g,2.1 g,3.9 g,2.9 g
"Reduced sugar froot loops
Cereals ready-to-eat, kellogg's",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,126,27.5 g,1.1 g,2.0 g,1.0 g
"Optimum
Cereals ready-to-eat, nature's path",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,190,40.4 g,2.5 g,8.0 g,10.0 g
"Kellogg's cinnamon mini swirlz
Cereals ready-to-eat, kellogg",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,122,24.9 g,2.1 g,1.7 g,1.0 g
"Cocoa krispies cereal straws
Cereal wafer straws, kellogg",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,136,23.9 g,3.7 g,1.8 g,0.5 g
"Kashi go lean hot cereal
Cereals, kashi, truly vanilla, dry",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,144,24.4 g,2.1 g,8.9 g,7.4 g
"Cocoa beach cereal
Cereals ready-to-eat, kashi granola",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,226,33.6 g,9.2 g,6.1 g,7.0 g
"Orchard spice cereal
Cereals ready-to-eat, kashi granola",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,443,73.7 g,14.7 g,12.1 g,12.5 g
"Curves fruit & nut crunch cereal
Cereals ready-to-eat, general mills",https://images.eatthismuch.com/images/food_icons_v3/porridge.png,347,85.4 g,3.1 g,6.1 g,10.2 g
"Luncheon sausage
Pork and beef",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,74,0.4 g,5.9 g,4.4 g,0 g
"Veal bratwurst
Cooked",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,286,0 g,26.6 g,11.8 g,0 g
"Pork bratwurst
Beef and turkey, lite, smoked",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,53,0.5 g,3.8 g,4.1 g,0 g
"Pork and turkey bologna
Lite",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,118,1.9 g,9.0 g,7.3 g,0 g
"Meat frankfurter
Heated",https://images.eatthismuch.com/images/food_icons_v3/sausage.png,145,2.5 g,12.6 g,5.1 g,0 g
Meat frankfurter,https://images.eatthismuch.com/images/food_icons_v3/sausage.png,82,1.2 g,7.3 g,2.9 g,0 g
"Nuts, almonds, oil roasted, with salt added, smoke flavor",https://images.eatthismuch.com/missing_thumbnail1.png,170,5.0 g,15.6 g,6.0 g,3.0 g
